Title,Author,Series,Status,ISBN,Rating,Owned,title,publish_date,publishers,pages,subjects,description,rating,author,Genre,Subgenre
Before the Coffee Gets Cold,Toshikazu Kawaguchi,,Want to Read,9781335430991,,Yes,Before the Coffee Gets Cold,17-Nov-20,['Hanover Square Press'],240,"['Magical realism', 'time travel', 'slice-of-life', 'romance', 'family', 'friendship', 'love', 'loss', 'redemption', 'forgiveness', 'second chances', 'coffee']","If you could go back in time, who would you want to meet?

In a small back alley of Tokyo, there is a cafÃ© that has been serving carefully brewed coffee for more than one hundred years. Local legend says that this shop offers something else besides coffeeâ€”the chance to travel back in time.

Over the course of one summer, four customers visit the cafÃ© in the hopes of making that journey. But time travel isnâ€™t so simple, and there are rules that must be followed. Most important, the trip can last only as long as it takes for the coffee to get cold.

Heartwarming, wistful, mysterious and delightfully quirky, Toshikazu Kawaguchiâ€™s internationally bestselling novel explores the age-old question: What would you change if you could travel back in time?",3.66,å·å£ä¿Šå’Œ,Literary Fiction,"Magical Realism, Time Travel, Philisophical"
Beartown,Fredrik Backman,,Want to Read,9781501160776,,Yes,Beartown,2018,['Washington Square Press'],432,"['Sweden, fiction', 'Fiction, sports', 'Fiction, humorous', 'nyt:hardcover-fiction=2017-05-14', 'New York Times bestseller', 'Fiction, humorous, general', 'Communities -- Fiction', 'Hockey players -- Fiction', 'Scandals -- Fiction', 'Small town life -- Sweden -- Fiction', 'Teenagers -- Sweden -- Fiction', 'Communities', 'Hockey players', 'Scandals', 'Teenagers', 'Sweden -- Fiction', 'Sweden']",418 pages ; 24 cm,4,Fredrik Backman,Literary Fiction,"Contemporary, Sports"
Piranesi,Susanna Clarke,,Want to Read,9781635577808,,Yes,Piranesi,7-Sep-21,['Bloomsbury Publishing'],272,"['English literature', 'nyt:combined-print-and-e-book-fiction=2020-10-04', 'New York Times bestseller', 'Fiction, fantasy, dark fantasy', 'Labyrinths', 'Fiction', 'Curiosities and wonders', 'Dwellings', 'Dead', 'FICTION / Literary', 'FICTION / Fantasy / Dark Fantasy']","**From the *New York Times* bestselling author of *Jonathan Strange & Mr. Norrell*, an intoxicating, hypnotic new novel set in a dreamlike alternative reality.**

Piranesi's house is no ordinary building; its rooms are infinite, its corridors endless, its walls are lined with thousands upon thousands of statues, each one different from all the others. Within the labyrinth of halls an ocean is imprisoned; waves thunder up staircases, rooms are flooded in an instant. But Piranesi is not afraid; he understands the tides as he understands the pattern of the labyrinth itself. He lives to explore the house.

There is one other person in the house--a man called The Other, who visits Piranesi twice a week and asks for help with research into A Great and Secret Knowledge. But as Piranesi explores, evidence emerges of another person, and a terrible truth begins to unravel, revealing a world beyond the one Piranesi has always known.

For readers of Neil Gaiman's *The Ocean at the End of the Lane* and fans of Madeline Miller's *Circe*, *Piranesi* introduces an astonishing new world, an infinite labyrinth full of startling images of surreal beauty, haunted by the tides and the clouds.

This description comes from the publisher.",4.320754717,Susanna Clarke,Fantasy,"Philosophical, Mythological"
Stargirl,Jerry Spinelli,,Read,,,Yes,Stargirl,1-Sep-02,Scholastic Press,186,,,3.77,,Literary Fiction,
The Raven Boys,Maggie Stiefvater,,Want to Read,9780545424936,,Yes,Raven Boys,2013,"['Scholastic, Incorporated']",416,"[""Children's fiction"", 'Magic, fiction', 'Extrasensory perception, fiction', 'Occultism, fiction', 'Occultism', 'Magic', 'Clairvoyance', 'Paranormal fiction', 'Juvenile fiction', 'Fiction', 'Private schools', 'Leys', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'nyt:chapter-books=2012-10-07', 'New York Times bestseller']","Though she is from a family of clairvoyants, Blue Sargent's only gift seems to be that she makes other people's talents stronger. When she meets Gansey, one of the boys from the expensive Aglionby Academy, she discovers that he has talents of his own--and that together their talents are a dangerous mix. Blue has a policy of staying away from Aglionby boys. Known as ""raven boys"", they can only mean trouble. For as long as she can remember, Blue has been warned that she will cause her true love to die. She never thought this would be a problem. But now, as her life becomes caught up in the strange and sinister world of the raven boys, she's not so sure anymore.",3.95,Maggie Stiefvater,Fantasy,"Young Adult, Paranormal"
The Nightingale,Kristin Hannah,,Want to Read,9781250080400,,Yes,The Nightingale,25-Apr-17,"[""St. Martin's Griffin""]",608,"['Civilians in war', 'Fiction', 'FICTION / Contemporary Women', 'World War (1939-1945) fast (OCoLC)fst01180924', 'Underground movements', 'Women in war', 'World War, 1939-1945', 'Sisters', 'History', 'Anti-Nazi movement', 'War stories', 'Romance fiction', 'Contemporary Women', 'Andra vÃ¤rldskriget 1939-1945', 'World War (1939-1945) cct', 'SkÃ¶nlitteratur', 'Familjer', 'Historical fiction', 'Families', 'American fiction', 'Systrar', 'Fiction, historical', 'World war, 1939-1945, fiction', 'France, fiction', 'Sisters, fiction', 'nyt:hardcover-fiction=2015-02-22', 'New York Times bestseller', 'Fiction, historical, general', 'Sisters -- Fiction', 'Women in war -- Fiction', 'Civilians in war -- Fiction', 'Man-woman relationships -- Fiction', 'World War, 1939-1945 -- France -- Fiction', 'World War, 1939-1945 -- Underground movements -- France -- Fiction', 'SÅ“urs -- Romans, nouvelles, etc', 'Guerre -- Participation des femmes -- Romans, nouvelles, etc', 'Guerre -- Participation des civils -- Romans, nouvelles, etc', 'Relations entre hommes et femmes -- Romans, nouvelles, etc', 'Guerre mondiale, 1939-1945 -- Mouvements de reÌsistance -- France -- Romans, nouvelles, etc', 'Hermanas -- Novela', 'Relaciones hombre-mujer -- Novela', 'Guerra Mundial II, 1939-1945 -- Francia -- Novela', 'Guerra Mundial II, 1939-1945 -- Actividades clandestinas -- Francia -- Novela', 'Man-woman relationships', 'War -- Underground movements', 'France -- History -- German occupation, 1940-1945 -- Fiction', 'Francia -- Historia -- OcupacioÌn alemana, 1940-1945 -- Novela', 'France', 'nyt:combined-print-and-e-book-fiction=2015-02-22', 'Large type books', 'Ficcion', 'FicciÃ³n', 'Hermanas', 'Guerra Mundial II, 1939-1945']","Despite their differences, sisters Vianne and Isabelle have always been close. Younger, bolder Isabelle lives in Paris while Vianne is content with life in the French countryside with her husband Antoine and their daughter. But when the Second World War strikes, Antoine is sent off to fight and Vianne finds herself isolated so Isabelle is sent by their father to help her. 

As the war progresses, the sisters' relationship and strength are tested. With life changing in unbelievably horrific ways, Vianne and Isabelle will find themselves facing frightening situations and responding in ways they never thought possible as bravery and resistance take different forms in each of their actions.",4.657142857,Kristin Hannah,Historical Fiction,WWII Fiction
Fifth Season,N. K. Jemisin,,Want to Read,9780316229296,,Yes,The Fifth Season (The Broken Earth),8/4/2015,['Orbit'],512,"['LGBTQ novels', 'LGBTQ science fiction & fantasy', 'Fiction, fantasy, epic', 'Mothers and daughters, fiction', 'Fiction, dystopian', 'Fiction, fantasy, general', 'New York Times reviewed', 'Hugo Award Winner', 'award:hugo_award=2016', 'award:hugo_award=novel', 'End of the world', 'Fiction', 'Kidnapping', 'Families', 'Mothers and daughters', 'Parental kidnapping', 'Earthquake zones', 'Fin du monde', 'Romans, nouvelles', 'Familles', 'MÃ¨res et filles', ""EnlÃ¨vement d'enfant par les parents"", 'Zones sismiques', 'Fantasy', 'General', 'Fantastischer Roman', 'Amerikanisches Englisch', 'Long now manual for civilization']","**A SEASON OF ENDINGS HAS BEGUN.**

IT STARTS WITH THE GREAT RED RIFT across the heart of the world's sole continent, spewing ash that blots out the sun.

IT STARTS WITH DEATH, with a murdered son and a missing daughter.

IT STARTS WITH BETRAYAL and long-dormant wounds rising up to fester.

This is the Stillness, a land familiar with catastrophe, where the power of the earth is wielded as a weapon. And where there is no mercy.

This description comes from the publisher.",4.411764706,,Fantasy,"Dystopian, Epic, Apocalyptic"
A Man Called Ove,Fredrik Backman,,Want to Read,9781476738024,,Yes,A Man Called Ove: A Novel,5-May-15,['Washington Square Press'],337,"['Novel', 'translation', 'Neighbors', 'Older men', 'Neighborhoods', 'Fiction', 'Love', 'Friendship', 'Fiction, humorous', 'Friendship, fiction', 'Fiction, humorous, general', 'nyt:e-book-fiction=2016-10-30', 'New York Times bestseller', 'nyt:trade-fiction-paperback=2016-01-17', 'Loss (Psychology)', 'Conduct of life', 'Interpersonal relations', 'Large type books', 'Viudos', 'Widowers', 'Vecinos', 'Early retirement', 'FicciÃ³n', 'JubilaciÃ³n anticipada']","A grumpy yet loveable man finds his solitary world turned on its head when a boisterous young family moves in next door.

Meet Ove. He's a curmudgeon, the kind of man who points at people he dislikes as if they were burglars caught outside his bedroom window. He has staunch principles, strict routines, and a short fuse. People call him the bitter neighbor from hell, but must Ove be bitter just because he doesn't walk around with a smile plastered to his face all the time?

Behind the cranky exterior there is a story and a sadness. So when one November morning a chatty young couple with two chatty young daughters move in next door and accidentally flatten Ove's mailbox, it is the lead-in to a comical and heartwarming tale of unkempt cats, unexpected friendship, and the ancient art of backing up a U-Haul. All of which will change one cranky old man and a local residents' association to their very foundations.

(Previous notes):
Loved this book (translation from Swedish). Quirky story of a curmudgeon which is also a film (with English subtitles) on Netflix. Backman is a successful journalist, author, and blogger. Also enjoyed â€˜Britt-Marie Was Hereâ€™ and I look forward to checking out his latest new release.",4.210526316,Fredrik Backman,Literary Fiction,"Contemporary, Humor"
Scythe,Neal Shusterman,,Want to Read,9781442472433,,Yes,Scythe,2017,"['Simon & Schuster', 'Simon & Schuster Books for Young Readers']",433,"['Science fiction', 'JUVENILE FICTION / Action & Adventure / General', 'JUVENILE FICTION / Social Issues / Death & Dying', 'Death', 'JUVENILE FICTION / Science Fiction', 'Murder', 'Fiction', 'JUVENILE FICTION / General', 'Juvenile fiction', 'Competition', 'Apprentices', 'Mort', 'Romans, nouvelles, etc. pour la jeunesse', 'Meurtre', 'Apprentis', 'JUVENILE FICTION', 'Science Fiction', 'Social Issues', 'Death & Dying', 'Action & Adventure', 'General', 'Young adult fiction']","*Thou shalt kill.*

A world with no hunger, no disease, no war, no misery. Humanity has conquered all those things, and has even conquered death. Now scythes are the only ones who can end lifeâ€”and they are commanded to do so, in order to keep the size of the population under control.

Citra and Rowan are chosen to apprentice to a scytheâ€”a role that neither wants. These teens must master the â€œartâ€ of taking life, knowing that the consequence of failure could mean losing their own. 

(Description from GoodReads)",3.75,,Science Fiction,"Dystopian, Young Adult"
Hidden Pictures,Charles Gilman,,Want to Read,9781250819352,,Yes,Hidden Pictures,2023,['Flatiron Books'],384,,"A wildly inventive spin on the supernatural thriller, about a woman working as a nanny for a young boy with strange and disturbing secrets.

Mallory Quinn is fresh out of rehab when she takes a job as a babysitter for Ted and Caroline Maxwell. She is to look after their five-year-old son, Teddy.

Mallory immediately loves it. She has her own living space, goes out for nightly runs, and has the stability she craves. And she sincerely bonds with Teddy, a sweet, shy boy who is never without his sketchbook and pencil. His drawings are the usual fare: trees, rabbits, balloons. But one day, he draws something different: a man in a forest, dragging a womanâ€™s lifeless body.

Then, Teddyâ€™s artwork becomes increasingly sinister, and his stick figures quickly evolve into lifelike sketches well beyond the ability of any five-year-old. Mallory begins to wonder if these are glimpses of a long-unsolved murder, perhaps relayed by a supernatural force.

Knowing just how crazy it all sounds, Mallory nevertheless sets out to decipher the images and save Teddy before itâ€™s too late.",4.166666667,Jason Rekulak,Horror,"Supernatural, Suspense"
One of Us is Next,Karen M. McManus,,Want to Read,9780525707998,,Yes,One of Us Is Next,2023,"[""Random House Children's Books"", 'Delacorte Press']",416,"['Young adult fiction, mysteries & detective stories', 'Young adult fiction, school & education, general', 'Young adult fiction, thrillers & suspense', 'Young adult fiction, social themes, friendship', ""Children's fiction"", 'nyt:young-adult-hardcover=2020-01-26', 'New York Times bestseller', 'Young adult fiction, thrillers & suspense, general']",,4.095238095,Karen M. McManus,Thriller,"Mystery, Young Adult"
Three Cups of Tea,"Greg Mortenson, David Oliver Relin",,Want to Read,9780143038252,,Yes,Three Cups of Tea,30-Jan-07,['Penguin (Non-Classics)'],349,"['nyt:paperback_nonfiction=2007-01-28', 'History', 'Education', 'New York Times bestseller', ""Girls' schools"", 'Young Adult Nonfiction', 'Nonfiction', 'Biography & Autobiography', 'Politics', 'Juvenile literature', 'American Humanitarian assistance', 'New York Times reviewed', 'Education, juvenile literature', 'Pakistan, juvenile literature', 'Pakistan', 'Afghanistan, juvenile literature', 'Afghanistan', 'Education, pakistan', 'Mountaineers', 'Women, education', 'Women, pakistan', 'Humanitarian assistance', 'Women, afghanistan', 'Education, afghanistan', 'MÃ¤dchenschule', 'Mortenson, greg', ""Girls' schools--pakistan"", ""Girls' schools--afghanistan"", 'Humanitarian assistance, american', 'Humanitarian assistance, american--pakistan', 'Humanitarian assistance, american--afghanistan', 'Schools', 'Child', 'Public assistance', 'Lc2330 .m67 2007', 'Large type books', 'Altruism', 'Flickskolor', 'HumanitÃ¤rt bistÃ¥nd', 'Skolor', 'Private schools', 'Erziehungsanstalt fÃ¼r TÃ¶chter', 'Ayuda humanitaria estadounidense', 'Escuelas', 'Ã‰ducation des filles', 'RÃ©cits personnels', 'Aide humanitaire amÃ©ricaine', 'Scuole', 'Paesi arabi', 'Diari e memorie', 'Assistenza sociale']","The astonishing, uplifting story of a real-life Indiana Jones and his humanitarian campaign to use education to combat terrorism in the Taliban's backyard. Anyone who despairs of the individual's power to change lives has to read the story of Greg Mortenson, a homeless mountaineer who, following a 1993 climb of Pakistan's treacherous K2, was inspired by a chance encounter with impoverished mountain villagers and promised to build them a school. Over the next decade he built fifty-five schoolsâ€”especially for girlsâ€”that offer a balanced education in one of the most isolated and dangerous regions on earth. As it chronicles Mortenson's quest, which has brought him into conflict with both enraged Islamists and uncomprehending Americans, Three Cups of Tea combines adventure with a celebration of the humanitarian spirit.",3.85,Greg Mortenson,Non-Fiction,History
The Hiding Place,Corrie Ten Boom,,Want to Read,9780800794057,,Yes,The Hiding Place,2006,['Chosen Books'],272,"['World war, 1939-1945, personal narratives, dutch', 'RavensbrÃ¼ck (Concentration camp)', 'World War 2 1939-1945', 'Concentration camps', 'Personal narratives, Dutch', 'RavensbrucÌˆk (Concentration camp)', 'Ravensbru ck (Concentration camp)', 'Ten Boom, Corrie', 'Dutch Personal narratives', 'Corrie Ten Boom', 'World War (1939-1945) fast (OCoLC)fst01180924', 'Underground movements', 'World War, 1939-1945', 'History', 'Personal narratives,', 'Ravensbruck (Concentration camp)', 'Dutch', 'Large type books', 'World war, 1939-1945, underground movements', 'Christian biography', 'Christian women', 'Religious life', 'RavensbrÃ¼ck (Germany : Concentration camp)', 'Christian life']","The Triumphant True Story of Corrie Ten Boom
by Corrie ten Boom, John Sherrill, Elizabeth Sherrill (Goodreads Author)
 
""At one time Corrie ten Boom would have laughed at the idea that there would ever be a story to tell. For the first fifty years of her life nothing at all out of the ordinary had ever happened to her. She was an old-maid watchmaker living contentedly with her spinster sister and their elderly father in the tiny Dutch house over their shop. Their uneventful days, as regulated as their own watches, revolved around their abiding love for one another. However, with the Nazi invasion and occupation of Holland, a story did ensue.

Corrie ten Boom and her family became leaders in the Dutch Underground, hiding Jewish people in their home in a specially built room and aiding their escape from the Nazis. For their help, all but Corrie found death in a concentration camp. The Hiding Place is their story. (less)""

Good readers review.",4.7,Corrie ten Boom,Non-Fiction,History
Warriors Into the Wild,Erin Hunter,,Read,9780062366962,4.5,Yes,Into The Wild,2015,['Harper Collins'],320,"['Kinderbuch ab 10 Jahren', 'Fantasy', 'Katzen', 'Clans', 'Wald', 'verborgen', 'Hauskater', 'wild', 'jagen', 'Instinkte', 'Feinde', 'Probe', 'Herausforderung', 'spannend', 'Cats', 'Fantasy Fiction', 'Feral Cats', 'Fiction', 'Juvenile Fiction', ""Children's fiction"", 'Cats, fiction', 'Courage, fiction', 'Action', 'Courage', 'Adventure and adventurers, fiction', 'Animals, fiction', 'series:warriors_the_prophecies_begin', 'Chat sauvage', 'Roman fantastique', 'Er tong wen xue', 'Zhang pian xiao shuo', 'Fantasy fiction', 'Friendship, fiction', 'Family, fiction', 'Adventure and adventurers', 'Comic books, strips']","A fantastic book about a house cat named Rusty who joins a Clan of wild cat's and fights through taunting, terrible events, and a suspicious warrior named Tigerclaw. But a prophecy given to the leader Bluestar garentees *Fire alone will save our Clan*


Jenseits der Menschen, tief verborgen im Wald, leben die ungezÃ¤hmten Katzen in Clans zusammen. Der Hauskater Sammy hat seine Zweibeiner verlassen, um sich dem DonnerClan anzuschlieÃŸen. Er genieÃŸt das wilde Leben des Waldes in vollen ZÃ¼gen, lernt zu jagen, seine Instinkte zu gebrauchen und seine Feinde zu riechen. Das Leben im Wald stellt ihn immer wieder auf die Probe, denn der Platz ist eng, das Futter knapp. Blaustern, die KÃ¶nigin des DonnerClans, hat Zweifel, ob es der Clan schaffen wird, bis zur Blattfrische zu Ã¼berleben. So kommt die Zeit, in der sich Sammy, der nun den Namen Feuerpfote trÃ¤gt, beweisen muss â€¦



----------
**Books in this arc**

 1. Into the Wild
 2. [Fire and Ice][2]
 3. [Forest of Secrets][3]
 4. [Rising Storm][4]
 5. [A Dangerous Path][5]
 6. [The Darkest Hour][6]

  [1]: https://openlibrary.org/works/OL5714317W/Into_the_Wild_(Warriors
  [2]: https://openlibrary.org/works/OL5714289W/Fire_and_Ice_(Warriors
  [3]: https://openlibrary.org/works/OL5714292W/Forest_of_Secrets
  [4]: https://openlibrary.org/works/OL5714301W/Rising_Storm_(Warriors
  [5]: https://openlibrary.org/works/OL5714284W/A_Dangerous_Path_(Warriors
  [6]: https://openlibrary.org/works/OL5714310W/The_Darkest_Hour_(Warriors

----------
**Arcs in this series**

 1. The Prophecies Begin
 2. [The New Prophecy][b]
 3. [The Power of Three][c]
 4. [Omen of the Stars][d]
 5. [Dawn of the Clans][e]
 6. [A Vision of Shadows][f]
 7. [The Broken Code][g]
 8. [A Starless Clan][h]
 9. [Changing Skies][i]
 S. [Super Editions][s]

  [a]: https://openlibrary.org/books/OL9228970M/INTO
  [b]: https://openlibrary.org/books/OL9235572M/Midnight_(Warriors_The_New_Prophecy_Book_1)
  [c]: https://openlibrary.org/books/OL7283723M/The_Sight_(Warriors_Power_of_Three_Book_1)
  [d]: https://openlibrary.org/books/OL24084711M/Warriors_Omen_of_the_Stars_1
  [e]: https://openlibrary.org/books/OL25995097M/Dawn_of_the_Clans
  [f]: https://openlibrary.org/books/OL26884472M/The_apprentice's_quest
  [g]: https://openlibrary.org/books/OL27958224M/Warriors_The_Broken_Code_1
  [h]: https://openlibrary.org/books/OL32444897M/River/
  [i]: https://openlibrary.org/works/OL38298179W
  [s]: https://openlibrary.org/books/OL7288445M/Firestar's_Quest",4.464285714,,Fantasy,Children
The Personal Assistant,Kimberly Belle,,Want to Read,9780778333258,,Yes,Personal Assistant,2022,"['Harlequin Enterprises ULC', 'Park Row']",352,,,3.55,Kimberly Belle,Thriller,"Domestic, Suspense"
Blade Breaker,Victoria Aveyard,,Want to Read,9780062872661,,Yes,Blade Breaker,2022,"['HarperCollinsPublishers', 'HarperTeen']",576,"['nyt:young-adult-hardcover=2022-07-17', 'New York Times bestseller', 'Young adult fiction, fantasy, epic', 'Young adult fiction, monsters', 'Young adult fiction, action & adventure, general']",,3.95,Victoria Aveyard,Fantasy,"Epic Fantasy, Young Adult"
Things Fall Apart,Chinua Achebe,,Want to Read,9780385474542,,Yes,Things Fall Apart,2017,['Penguin Books'],209,"['20th century literature', 'Christianity', 'masculinity', 'British colonialism', 'LANGUAGE & LITERARY STUDIES', 'CONTEMPORARY FICTION', 'literature', 'Race relations', 'Men', 'British', 'Fiction', 'African fiction', 'Nigerian fiction', 'colonization', 'historical fiction', 'FicciÃ³n', 'Hombres', 'Missionaries', 'Novela histÃ³rica', 'Readers (Adult)', 'Relaciones raciales', 'Social life and customs', 'Tribes', 'open_syllabus_project', 'Long Now Manual for Civilization', 'African literature', 'audiobooks', 'Igbo (African people)', 'Classics', 'Juvenile Fiction', 'Children: Young Adult (Gr. 10-12)', 'SkÃ¶nlitteratur', 'Briten', 'MissionÃ¤rer', 'Igbo (folk)', 'FICTION / Political', 'Kolonialismus', 'FICTION / Literary', 'Fiction (fictional works by one author)', 'Nigeria, fiction', 'Fiction, general', 'Romans', 'Hommes', 'Relations raciales', 'Britanniques', 'Fiction, historical, general', 'Criticism and interpretation', 'Readers (Secondary)', 'History', 'Wrestlers', 'Igbo (african people)--fiction', 'Wrestlers--nigeria--fiction', '823', 'Literary', 'Political', 'Cultural heritage', 'Historical', 'English & college success -> english -> fiction', 'English literature', ""Ibo (Peuple d'Afrique)"", 'Romans, nouvelles']","Things Fall Apart is the debut novel by Nigerian author Chinua Achebe, first published in 1958. It depicts pre-colonial life in the southeastern part of Nigeria and the arrival of Europeans during the late 19th century. It is seen as the archetypal modern African novel in English, and one of the first to receive global critical acclaim. It is a staple book in schools throughout Africa and is widely read and studied in English-speaking countries around the world. The novel was first published in the UK in 1962 by William Heinemann Ltd, and became the first work published in Heinemann's African Writers Series.

The novel follows the life of Okonkwo, an Igbo (""Ibo"" in the novel) man and local wrestling champion in the fictional Nigerian clan of Umuofia. The work is split into three parts, with the first describing his family, personal history, and the customs and society of the Igbo, and the second and third sections introducing the influence of European colonialism and Christian missionaries on Okonkwo, his family, and the wider Igbo community.

Things Fall Apart was followed by a sequel, No Longer at Ease (1960), originally written as the second part of a larger work along with Arrow of God (1964). Achebe states that his two later novels A Man of the People (1966) and Anthills of the Savannah (1987), while not featuring Okonkwo's descendants, are spiritual successors to the previous novels in chronicling African history.


----------
Contained in:
[African Trilogy](https://openlibrary.org/works/OL891766W)",3.847222222,,Literary Fiction,Historical
The Art of Dancing in the Rain,Garth Stein,,Want to Read,9780061537967,,Yes,The Art of Racing in the Rain,9-Jun-09,"['Harper Paperbacks', 'Harper']",336,"['Fiction', 'Automobile racing drivers', 'Dogs', 'Literature', 'New York Times bestseller', 'nyt:trade_fiction_paperback=2009-06-06', 'American fiction', 'Custody of children', 'Animals', 'Pets', 'Fiction, general', 'Dog owners, fiction', 'Large type books', 'Literature & Fiction -- World Literature -- United States', 'nyt:trade-fiction-paperback=2009-06-28', 'nyt:mass-market-monthly=2019-10-13', 'collectionID:AlpineChallenge']","Enzo knows he is different from other dogs: a philosopher with a nearly human soul (and an obsession with opposable thumbs), he has educated himself by watching television extensively, and by listening very closely to the words of his master, Denny Swift, an up-and-coming race car driver.Through Denny, Enzo has gained tremendous insight into the human condition, and he sees that life, like racing, isn't simply about going fast. Using the techniques needed on the race track, one can successfully navigate all of life's ordeals.On the eve of his death, Enzo takes stock of his life, recalling all that he and his family have been through: the sacrifices Denny has made to succeed professionally; the unexpected loss of Eve, Denny's wife; the three-year battle over their daughter, Zoe, whose maternal grandparents pulled every string to gain custody. In the end, despite what he sees as his own limitations, Enzo comes through heroically to preserve the Swift family, holding in his heart the dream that Denny will become a racing champion with Zoe at his side. Having learned what it takes to be a compassionate and successful person, the wise canine can barely wait until his next lifetime, when he is sure he will return as a man.A heart-wrenching but deeply funny and ultimately uplifting story of family, love, loyalty, and hope, The Art of Racing in the Rain is a beautifully crafted and captivating look at the wonders and absurdities of human life . . . as only a dog could tell it.",4.117647059,Garth Stein,Literary Fiction,Contemporary
Crazy Rich Asians,Kevin Kwan,,Want to Read,9780345803788,,Yes,Crazy Rich Asians,2014,['Anchor Books'],527,"['Rich people', 'FiancÃ©es', 'Americans', 'Social conflict', 'FiancÃ©s', 'Fiction', 'Romantic Comedy', 'Family Life', 'Romance', 'Fiancees', 'General', 'Fiances', 'Women', 'Amerikanisches Englisch', 'nyt:combined-print-and-e-book-fiction=2018-05-13', 'New York Times bestseller', 'New York Times reviewed', 'Fiction, family life, general', 'Singapore, fiction', 'Single women', 'Single men', 'Rich', 'Domestic fiction', 'FICTION / Asian American', 'FICTION / Contemporary Women', 'Singaporean fiction (English)', 'Humorous stories', 'Riqueza', 'Ficcion', 'Luchas sociales', 'Parejas solteras', 'Chinese fiction', 'Fiction, family life']","(Description comes from the 2013 Anchor Books edition)

When New Yorker Rachel Chu agrees on a summer in Singapore to visit her boyfriend's ""traditional"" Chinese family, she expects the visit to be relaxing, if a little dull. She has no idea....

Nick's childhood home is a palace. He grew up riding in more private planes than cars. He and Rachel will be attending the wedding of the year. Oh, and Nick just happens to be one of Asia's more eligible bachelors--and his formidable mother isn't so sure Rachel is the right one for him.",4.083333333,,Contemporary Fiction,"Satire, Romance"
The Alchemist,Paulo Coelho,,Want to Read,9780062315007,,Yes,The Alchemist,2014,['HarperCollins Publishers'],208,"['Translations into Indonesian', 'Voyages and travels', 'Fiction', 'Portuguese Fiction', 'Self-realization', 'Alchemists', 'Young men', 'Shepherds', 'New York Times bestseller', 'nyt:trade_fiction_paperback=2008-01-05', 'nyt:trade_fiction_paperback=2007-12-02', 'Fiction, visionary & metaphysical', 'Spain, fiction', 'FICTION / Literary', 'BODY, MIND & SPIRIT / Spirituality / General', 'BODY, MIND & SPIRIT / Inspiration & Personal Growth', 'Fables', 'Translations from English', 'Thai fiction', 'French language', 'Reading materials', 'Russian language edition', 'PowieÅ›Ä‡ brazylijska', 'TÅ‚umaczenia polskie', 'Mexican literature', 'Alquimia', 'Novela', 'Pastores', 'AndalucÃ­a (EspaÃ±a)', 'Alquimistas', 'Large type books', 'Fiction, fantasy, general', 'Alchemy', 'Quests (Expeditions)', 'Literary', 'BODY, MIND & SPIRIT', 'Spirituality', 'General', 'Inspiration & Personal Growth', 'Expeditions', 'Parodies, imitations', 'Alchemists--fiction', 'Shepherds--spain--andalusia--fiction', '869.3', 'History', 'Politics and government', 'Literature', 'Translations into English']","Combining magic, mysticism, wisdom and wonder into an inspiring tale of self-discovery, The Alchemist has become a modern classic, selling millions of copies around the world and transforming the lives of countless readers across generations.

Paulo Coelho's masterpiece tells the mystical story of Santiago, an Andalusian shepherd boy who yearns to travel in search of a worldly treasure. His quest will lead him to riches far differentâ€”and far more satisfyingâ€”than he ever imagined. Santiago's journey teaches us about the essential wisdom of listening to our hearts, of recognizing opportunity and learning to read the omens strewn along life's path, and, most importantly, to follow our dreams.",3.851515152,,Literary Fiction,"Allegory, Philisophical"
Daisy Jones and The Six,Taylor Jenkins Reid,,Want to Read,9781524798642,,Yes,Daisy Jones & the Six,2020,"['Random House Publishing Group', 'Ballantine Books']",400,"['Musicians, fiction', 'Fiction, women', 'Los angeles (calif.), fiction', 'Man-woman relationships, fiction', 'Fiction, historical', 'nyt:combined-print-and-e-book-fiction=2019-03-24', 'New York Times bestseller', 'New York Times reviewed', 'Women rock musicians', 'Fiction', 'FICTION / Contemporary Women', 'FICTION / Literary', 'FICTION / Sagas', 'Nineteen seventies', 'Rock groups', 'Man-woman relationships']","A gripping novel about the whirlwind rise of an iconic 1970s rock group and their beautiful lead singer, revealing the mystery behind their infamous break up.

Everyone knows Daisy Jones & The Six, but nobody knows the real reason why they split at the absolute height of their popularityâ€¦until now.

Daisy is a girl coming of age in L.A. in the late sixties, sneaking into clubs on the Sunset Strip, sleeping with rock stars, and dreaming of singing at the Whisky a Go-Go. The sex and drugs are thrilling, but itâ€™s the rock and roll she loves most. By the time sheâ€™s twenty, her voice is getting noticed, and she has the kind of heedless beauty that makes people do crazy things.

Another band getting noticed is The Six, led by the brooding Billy Dunne. On the eve of their first tour, his girlfriend Camila finds out sheâ€™s pregnant, and with the pressure of impending fatherhood and fame, Billy goes a little wild on the road.

Daisy and Billy cross paths when a producer realizes the key to supercharged success is to put the two together. What happens next will become the stuff of legend.",3.868421053,Taylor Jenkins Reid,Literary Fiction,Historical
The Spanish Love Deception,Elena Armas,,Want to Read,9781668002520,,Yes,The Spanish Love Deception,23-Feb-21,Elena Armas,487,,,3.8,Elena Armas,Romance,"Contemporary, Fake Dating, Enemies-to-Lovers"
